,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,MGf h,MGs h,MGf a,MGs a,SGf h,SGs h,SGf a,SGs a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs,mediagol_fatti h,mediagol_subiti h,varianzagol_fatti h,varianzagol_subiti h,mediagol_fatti a,mediagol_subiti a,varianzagol_fatti a,varianzagol_subiti a
250,Crotone-Udinese,2.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,1 , 2,1.2258064516129032,2.548387096774193,1.2304383343441705,1.4104067894859116,1.096774193548387,1.3225806451612905,0.978258272294095,1.0766335425511488
251,Sampdoria-Verona,1.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,3 , 1,1.3548387096774193,1.4838709677419355,0.9848311901632074,0.8513114487634351,1.2580645161290325,1.2258064516129032,0.9989241524588296,0.9204954252775996
252,Sassuolo-Fiorentina,0.0,2.0,0.0,1.0,2.0,8.0,1.0,2.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3 , 1,1.6774193548387095,1.5806451612903225,1.194071376263958,1.2048289933537484,1.2580645161290325,1.6774193548387095,1.1537689524765888,1.3512240567770035
253,Cagliari-Parma,1.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,4 , 3,1.1290322580645162,1.7419354838709675,1.1472266699558826,1.182306839346534,1.032258064516129,2.032258064516129,0.9826451026944888,1.1685852120617743
254,Milan-Genoa,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2 , 1,1.903225806451613,1.1612903225806452,0.9782582722940952,1.003220620254202,1.064516129032258,1.4838709677419355,0.9638631946829984,1.2615061828870937
255,Lazio-Benevento,0.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,1.0,5 , 3,1.6451612903225807,1.3225806451612905,1.1120068074364229,1.248655190573537,1.064516129032258,1.935483870967742,0.8920195764282209,1.6519782861964367
256,Atalanta-Juventus,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1 , 0,2.3225806451612905,1.1935483870967742,1.57875682683546,1.1081322074767577,1.967741935483871,0.9032258064516128,1.2512359481126898,0.7002303768369103
257,Bologna-Spezia,0.0,2.0,2.0,0.0,0.0,11.0,1.0,0.0,2.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4 , 1,1.3870967741935485,1.5161290322580645,1.256381559740477,1.150969670667172,1.3225806451612905,1.903225806451613,0.9447079539622654,1.300124063558998
258,Torino-Roma,0.0,0.0,0.0,1.0,2.0,17.0,2.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3 , 1,1.4516129032258065,1.7096774193548387,1.0595190631419948,1.3464409477605956,1.7741935483870968,1.5161290322580645,1.49910367485274,1.2615061828870937
259,Napoli-Inter,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1 , 1,2.129032258064516,1.1290322580645162,1.586231077825064,1.1759233388808692,2.225806451612903,0.9032258064516128,1.3834661161819817,0.8700512900466428
260,Verona-Fiorentina,0.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1 , 2,1.25,1.25,0.9837387536759294,0.915810939779251,1.28125,1.65625,1.1425600852415143,1.334634781503914
261,Milan-Sassuolo,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,1 , 2,1.875,1.1875,0.9755064854862864,0.997981834471692,1.6875,1.5625,1.1760376338064324,1.189673308368798
262,Genoa-Benevento,1.0,2.0,1.0,0.0,0.0,13.0,0.0,2.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,4.0,0.0,2.0,1.0,5.0,2 , 2,1.09375,1.5,0.9625026183458312,1.2443420336765103,1.09375,1.9375,0.8929608234732722,1.6251550794487477
263,Udinese-Cagliari,1.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,3.0,0 , 1,1.0625,1.3125,0.981687158630159,1.0606601717798212,1.125,1.6875,1.128801819801464,1.20315445607008
264,Spezia-Inter,0.0,2.0,0.0,2.0,0.0,14.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1 , 1,1.3125,1.875,0.9310937030562324,1.288910517677874,2.1875,0.90625,1.3781123134153823,0.856074122506811
265,Juventus-Parma,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,4.0,3 , 1,2.0,0.90625,1.2443420336765103,0.6890561567076912,1.03125,2.0625,0.9666828882584056,1.1622419935679933
266,Crotone-Sampdoria,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,0 , 1,1.1875,2.5,1.2296734420949118,1.4142135623730951,1.34375,1.4375,0.970845158910856,0.87758833761769
267,Bologna-Torino,2.0,2.0,0.0,0.0,2.0,11.0,0.0,0.0,1.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1 , 1,1.375,1.5,1.237844119635477,1.1359236684941296,1.4375,1.6875,1.0453429750487977,1.3304740847993173
268,Roma-Atalanta,0.0,0.0,1.0,2.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1 , 1,1.75,1.5,1.481063262354709,1.2443420336765103,2.28125,1.1875,1.5705839267507298,1.0906494070196242
269,Napoli-Lazio,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,1.0,0.0,3.0,5 , 2,2.21875,1.15625,1.640896194943679,1.1670026397957816,1.65625,1.4375,1.0957211500695228,1.3897667476606377
270,Genoa-Spezia,2.0,1.0,0.0,0.0,1.0,14.0,2.0,0.0,2.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2 , 0,1.121212121212121,1.4545454545454546,0.9603897567386304,1.252270664905083,1.2727272727272727,1.878787878787879,0.9444815797809158,1.2687980473063805
271,Parma-Crotone,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0,4.0,3.0,2.0,1.0,3 , 4,1.0909090909090908,2.121212121212121,1.0112997936948631,1.1926225240403958,1.2727272727272727,2.515151515151515,1.3055824196677337,1.3946597282404611
272,Sassuolo-Sampdoria,0.0,1.0,2.0,2.0,2.0,8.0,2.0,1.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1 , 0,1.6666666666666667,1.5151515151515151,1.1636866703140785,1.2021130386015104,1.303030303030303,1.4242424242424243,0.9837698055454996,0.8671181807538918
273,Benevento-Udinese,2.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,5.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2 , 4,1.121212121212121,2.0,0.8929437187463078,1.6393596310755,1.1515151515151516,1.3333333333333333,1.0931952056132324,1.050793351076541
274,Fiorentina-Juventus,0.0,1.0,0.0,0.0,2.0,13.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1 , 1,1.2727272727272727,1.6363636363636365,1.1256311360945266,1.3185736094872986,1.9696969696969695,0.9090909090909092,1.237054174360618,0.6784005252999681
275,Inter-Verona,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,1 , 0,2.1515151515151514,0.8787878787878788,1.3720698807188203,0.8572330399888267,1.2121212121212122,1.2424242424242424,0.9923953268977465,0.902437775912522
276,Cagliari-Roma,0.0,0.0,0.0,2.0,2.0,18.0,0.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,3 , 2,1.181818181818182,1.696969696969697,1.1579762911688176,1.1854547778397244,1.7575757575757576,1.5454545454545454,1.45838744488354,1.252270664905083
277,Atalanta-Bologna,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5 , 0,2.363636363636364,1.1515151515151516,1.616674476707158,1.0931952056132324,1.3333333333333333,1.606060606060606,1.241638702145945,1.2732682832820903
278,Torino-Napoli,0.0,1.0,2.0,2.0,1.0,16.0,2.0,2.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,0.0,3.0,0.0,1.0,2.0,0 , 2,1.393939393939394,1.696969696969697,1.0588730430094635,1.3106498503807302,2.212121212121212,1.121212121212121,1.6155025486976138,1.1661254155743646
279,Lazio-Milan,2.0,2.0,2.0,2.0,0.0,6.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,1.0,0.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3 , 0,1.696969696969697,1.393939393939394,1.1035411321301214,1.3905797788016774,1.818181818181818,1.2424242424242424,1.014105068969232,1.0316946929174051
280,Verona-Spezia,2.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,1 , 1,1.2058823529411764,1.2352941176470589,0.977920234855456,0.8896313001841717,1.2647058823529411,1.8529411764705883,0.9312365038082192,1.2584828032722208
281,Crotone-Inter,0.0,0.0,0.0,0.0,2.0,20.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0 , 2,1.2352941176470589,2.5,1.3040455357687049,1.3762047064079508,2.147058823529412,0.8529411764705882,1.3513708627005947,0.857492925712544
282,Milan-Benevento,1.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,2 , 0,1.8235294117647056,1.2058823529411764,0.9991083368712844,1.0380462932605037,1.088235294117647,2.0,0.9000891221470719,1.6143297699232972
283,Lazio-Genoa,2.0,2.0,2.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,4 , 3,1.7647058823529411,1.4411764705882353,1.1562432251572008,1.396774996968683,1.1764705882352942,1.5294117647058822,0.9991083368712844,1.3081398803354574
284,Sassuolo-Atalanta,1.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,0.0,1 , 1,1.6470588235294117,1.5,1.151608965124946,1.1870513506545997,2.323529411764706,1.1470588235294117,1.6090763063679716,1.0768177849058231
285,Napoli-Cagliari,2.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,5.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,1 , 1,2.176470588235294,1.1176470588235294,1.6043612574988466,1.1485090699593827,1.1764705882352942,1.6764705882352942,1.1407224780094445,1.1734587114992938
286,Bologna-Fiorentina,0.0,0.0,2.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0 , 0,1.2941176470588236,1.5588235294117647,1.2438798481560995,1.2837250831570444,1.2352941176470589,1.588235294117647,1.1297310897359,1.328422328310143
287,Udinese-Juventus,0.0,0.0,2.0,0.0,2.0,11.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1 , 2,1.1470588235294117,1.3529411764705883,1.076817784905823,1.0410470527944005,1.9705882352941175,0.9117647058823528,1.2181778274338018,0.6682245611851774
288,Sampdoria-Roma,1.0,0.0,2.0,2.0,0.0,9.0,1.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,2 , 0,1.3235294117647058,1.3823529411764706,0.976095755216238,0.8881272732418118,1.7058823529411764,1.5588235294117647,1.4674118994711225,1.2356123857886987
289,Torino-Parma,1.0,2.0,2.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,1 , 0,1.3823529411764706,1.6470588235294117,1.0448925095464314,1.323044078176753,1.0588235294117647,2.088235294117647,1.0132807942097977,1.1900508534798386
290,Udinese-Bologna,0.0,2.0,0.0,2.0,0.0,11.0,0.0,2.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,1 , 1,1.1428571428571428,1.3428571428571427,1.0611552290631503,1.027356892649263,1.2857142857142858,1.542857142857143,1.226459000811796,1.2682284342122825
291,Spezia-Napoli,2.0,0.0,1.0,0.0,1.0,16.0,2.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1 , 4,1.2571428571428571,1.9142857142857144,0.9185300642829264,1.291862052629928,2.2285714285714286,1.1142857142857143,1.610365583004173,1.1316679145878277
292,Inter-Sampdoria,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,5 , 1,2.2285714285714286,0.8571428571428571,1.4159950624231437,0.8451542547285165,1.3142857142857145,1.4857142857142858,0.9631879839558708,1.0674716850199486
293,Fiorentina-Lazio,0.0,0.0,2.0,1.0,1.0,15.0,2.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,2.0,3.0,4.0,0.0,3.0,5.0,0.0,3.0,2 , 0,1.2571428571428571,1.542857142857143,1.1204740893362726,1.335991747571755,1.7142857142857142,1.457142857142857,1.1775205398840138,1.3793190379326177
294,Genoa-Sassuolo,0.0,0.0,1.0,2.0,0.0,13.0,2.0,2.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1 , 2,1.1714285714285717,1.542857142857143,0.9847577870520566,1.2912114043627023,1.6571428571428573,1.4857142857142858,1.136114563994762,1.1725143564009726
295,Parma-Atalanta,0.0,0.0,0.0,0.0,0.0,19.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,2 , 5,1.0857142857142856,2.1714285714285717,1.0108653419203757,1.271537149551312,2.4,1.1714285714285717,1.6485287558376194,1.0706159383247378
296,Benevento-Cagliari,0.0,0.0,1.0,0.0,0.0,18.0,0.0,2.0,2.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,5.0,2.0,4.0,2.0,0.0,4.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1 , 3,1.0857142857142856,2.0285714285714285,0.8868791472623198,1.599369623719705,1.2285714285714286,1.6571428571428573,1.1653253594071102,1.1617141782438454
297,Verona-Torino,0.0,0.0,0.0,0.0,1.0,10.0,2.0,2.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1 , 1,1.2,1.2285714285714286,0.9640600420647474,0.87735277919413,1.3714285714285714,1.6285714285714286,1.0314385809239863,1.3080230769171846
298,Roma-Crotone,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,3.0,2.0,5 , 0,1.8,1.5142857142857142,1.549193338482967,1.245496087589873,1.2,2.571428571428572,1.3015827469119368,1.4201432049934524
299,Juventus-Milan,2.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0 , 3,1.9142857142857144,0.9714285714285714,1.2454960875898733,0.7469827262241819,1.8571428571428568,1.1714285714285717,1.0041928905068676,1.0427823157223146
300,Napoli-Udinese,1.0,2.0,2.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5 , 1,2.305555555555556,1.1111111111111112,1.6530395284262511,1.1155467020454342,1.1388888888888888,1.4444444444444444,1.046156988431681,1.181873680570558
301,Cagliari-Fiorentina,2.0,2.0,2.0,1.0,2.0,16.0,0.0,2.0,1.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0 , 0,1.1944444444444444,1.6111111111111112,1.1666666666666667,1.1778376744278418,1.2222222222222223,1.5,1.1240516284815671,1.3416407864998738
302,Atalanta-Benevento,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,5.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,5.0,2.0,4.0,2.0,3.0,2 , 0,2.388888888888889,1.1388888888888888,1.6261747890200622,1.0731203574563768,1.0555555555555556,2.0277777777777777,0.8926507698004839,1.5763631037678578
303,Bologna-Genoa,2.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,4.0,2.0,0 , 2,1.25,1.5555555555555556,1.2276574673510756,1.2522994722724945,1.1944444444444444,1.5,0.9803627446568496,1.2983506020002016
304,Sassuolo-Juventus,2.0,2.0,2.0,1.0,2.0,8.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1 , 3,1.6388888888888888,1.5277777777777777,1.1251102238772055,1.1828805304029435,1.9444444444444444,0.9722222222222222,1.24083944959956,0.7362496126066839
